Generacion   Cromosoma                                                         Lista                                                     Distancia                                                                                                                                             
1               25              [1, 9, 7, 10, 22, 21, 11, 24, 8, 2, 14, 19, 16, 15, 5, 4, 12, 6, 13, 3, 20, 23, 17, 25, 18, 1]       131.38031059058412                                                                                                                                    
1               26              [1, 10, 21, 6, 7, 20, 18, 2, 22, 24, 15, 4, 8, 16, 19, 23, 12, 11, 17, 9, 25, 14, 3, 5, 13, 1]       131.5210664289529                                                                                                                                     
1               27              [1, 13, 5, 10, 25, 9, 2, 12, 11, 6, 4, 3, 16, 22, 15, 21, 8, 14, 20, 24, 19, 18, 23, 7, 17, 1]       143.89650197101506                                                                                                                                    
1               28              [1, 3, 19, 2, 7, 12, 13, 17, 24, 6, 23, 4, 11, 25, 15, 18, 10, 21, 8, 22, 14, 5, 16, 20, 9, 1]       157.5732333444629                                                                                                                                     
1               29              [1, 13, 12, 10, 23, 17, 7, 4, 19, 5, 25, 22, 15, 11, 8, 6, 3, 9, 16, 20, 21, 2, 14, 18, 24, 1]       131.5992885684055                                                                                                                                     
1               30              [1, 7, 20, 24, 23, 14, 8, 5, 15, 18, 12, 6, 3, 2, 13, 17, 11, 25, 10, 16, 21, 19, 4, 22, 9, 1]       134.32306577494467                                                                                                                                    
1               31              [1, 25, 12, 17, 15, 20, 22, 14, 8, 16, 13, 18, 19, 4, 7, 11, 2, 3, 6, 21, 5, 10, 23, 24, 9, 1]       124.16897637383529                                                                                                                                    
1               32              [1, 11, 12, 22, 25, 5, 23, 4, 21, 9, 14, 8, 15, 13, 19, 16, 17, 24, 3, 6, 18, 2, 10, 20, 7, 1]       133.75925187476807                                                                                                                                    
1               33              [1, 7, 2, 10, 23, 19, 25, 18, 12, 21, 13, 9, 6, 14, 8, 11, 20, 15, 24, 17, 16, 4, 3, 22, 5, 1]       141.12425614811713                                                                                                                                    
1               34              [1, 11, 3, 13, 20, 24, 12, 15, 22, 25, 9, 21, 7, 19, 5, 23, 18, 4, 8, 17, 10, 2, 16, 14, 6, 1]       146.30020401330955                                                                                                                                    
1               35              [1, 13, 16, 14, 7, 25, 17, 23, 4, 6, 20, 9, 12, 10, 18, 22, 8, 19, 24, 3, 5, 11, 21, 15, 2, 1]       147.65869189163917                                                                                                                                    
1               36              [1, 19, 17, 22, 14, 20, 10, 9, 23, 25, 11, 4, 16, 24, 12, 15, 6, 18, 2, 8, 5, 7, 13, 3, 21, 1]       139.3828130290966                                                                                                                                     
1               37              [1, 2, 4, 5, 19, 6, 11, 12, 9, 24, 10, 7, 15, 21, 25, 16, 23, 3, 17, 13, 8, 20, 14, 22, 18, 1]       141.96874771280596                                                                                                                                    
1               38              [1, 15, 12, 19, 17, 9, 16, 8, 2, 13, 24, 20, 3, 14, 23, 6, 21, 18, 5, 11, 4, 10, 7, 22, 25, 1]       131.42283293105697                                                                                                                                    
1               39              [1, 21, 22, 14, 2, 18, 6, 12, 4, 3, 9, 17, 16, 5, 11, 8, 24, 15, 23, 10, 19, 25, 20, 7, 13, 1]       136.36429362899358                                                                                                                                    
1               40              [1, 8, 18, 20, 14, 10, 9, 21, 6, 13, 5, 24, 17, 25, 2, 22, 12, 11, 4, 16, 15, 19, 23, 3, 7, 1]       137.2068237730568                                                                                                                                     
1               41              [1, 15, 17, 23, 14, 11, 20, 18, 24, 6, 4, 9, 10, 16, 22, 21, 3, 2, 19, 13, 8, 12, 25, 5, 7, 1]       127.05474973662874                                                                                                                                    
1               42              [1, 21, 17, 15, 7, 9, 2, 4, 12, 25, 18, 10, 22, 11, 14, 5, 23, 13, 19, 20, 6, 8, 24, 3, 16, 1]       133.22677712234312                                                                                                                                    
1               43              [1, 5, 14, 24, 23, 12, 10, 17, 22, 7, 3, 13, 15, 6, 20, 8, 4, 18, 25, 16, 2, 21, 11, 19, 9, 1]       139.25714124913821                                                                                                                                    
1               44              [1, 10, 5, 7, 14, 24, 22, 4, 16, 3, 8, 6, 20, 25, 23, 21, 2, 13, 17, 18, 9, 12, 19, 11, 15, 1]       117.87882749631738                                                                                                                                    
1               45              [1, 22, 12, 15, 19, 24, 18, 25, 16, 14, 2, 10, 3, 9, 5, 21, 23, 17, 20, 4, 8, 6, 11, 13, 7, 1]       133.10306343170384                                                                                                                                    
1               46              [1, 3, 10, 25, 21, 17, 15, 16, 13, 11, 8, 24, 9, 20, 6, 14, 4, 22, 5, 7, 19, 2, 23, 12, 18, 1]       141.52825855767088                                                                                                                                    
1               47              [1, 9, 23, 2, 5, 16, 13, 21, 14, 25, 22, 3, 19, 15, 4, 8, 11, 17, 7, 12, 6, 20, 24, 10, 18, 1]       138.86004153807778                                                                                                                                    
1               48              [1, 12, 22, 4, 16, 8, 7, 17, 3, 21, 24, 13, 25, 10, 20, 9, 11, 2, 15, 5, 19, 18, 23, 6, 14, 1]       131.4125681794738                                                                                                                                     
1               49              [1, 24, 6, 16, 9, 13, 11, 25, 10, 4, 23, 3, 2, 15, 17, 7, 5, 18, 12, 8, 14, 20, 22, 21, 19, 1]       127.74880919221525                                                                                                                                    
1               50              [1, 17, 12, 23, 14, 6, 13, 15, 7, 8, 3, 24, 16, 9, 5, 11, 18, 10, 21, 25, 20, 22, 19, 2, 4, 1]       106.02393518680002                                                                                                                                    
1               51              [1, 21, 6, 5, 14, 8, 20, 11, 13, 3, 17, 4, 10, 16, 19, 15, 9, 24, 18, 12, 23, 7, 2, 22, 25, 1]       133.04896065678525                                                                                                                                    
1               52              [1, 19, 16, 10, 4, 13, 2, 24, 21, 20, 14, 7, 12, 15, 9, 25, 5, 8, 22, 23, 3, 17, 11, 6, 18, 1]       127.8335291176283                                                                                                                                     
1               53              [1, 9, 19, 24, 10, 21, 18, 14, 11, 5, 7, 12, 4, 16, 15, 22, 17, 20, 2, 13, 3, 8, 6, 23, 25, 1]       132.87594321384586                                                                                                                                    
1               54              [1, 16, 13, 24, 15, 20, 6, 8, 12, 22, 11, 25, 14, 2, 23, 5, 18, 9, 4, 21, 19, 7, 10, 17, 3, 1]       146.20334945844763                                                                                                                                    
1               55              [1, 4, 8, 15, 22, 2, 14, 20, 11, 16, 7, 5, 17, 13, 10, 3, 25, 21, 19, 18, 24, 12, 23, 6, 9, 1]       107.04662784567027                                                                                                                                    
1               56              [1, 12, 4, 11, 14, 17, 3, 21, 18, 15, 25, 16, 7, 22, 9, 20, 6, 2, 5, 19, 23, 8, 24, 10, 13, 1]       153.68247195095861                                                                                                                                    
1               57              [1, 4, 8, 13, 7, 16, 23, 15, 2, 10, 11, 6, 20, 18, 22, 21, 5, 12, 19, 25, 3, 24, 9, 17, 14, 1]       132.98313313267315                                                                                                                                    
1               58              [1, 21, 11, 25, 3, 6, 2, 8, 18, 24, 5, 14, 4, 12, 10, 22, 9, 19, 16, 13, 17, 23, 15, 7, 20, 1]       156.83807668910836                                                                                                                                    
1               59              [1, 10, 14, 2, 5, 15, 9, 4, 21, 24, 18, 16, 23, 13, 8, 22, 3, 17, 7, 25, 20, 11, 19, 12, 6, 1]       127.44808438758042                                                                                                                                    
1               60              [1, 16, 24, 4, 21, 14, 17, 22, 7, 15, 23, 9, 10, 2, 3, 25, 19, 13, 12, 5, 6, 8, 18, 20, 11, 1]       143.99426711224316                                                                                                                                    
1               61              [1, 5, 9, 21, 20, 24, 7, 11, 16, 2, 6, 10, 17, 18, 14, 8, 12, 19, 22, 13, 25, 15, 4, 23, 3, 1]       133.89805502217723                                                                                                                                    
1               62              [1, 4, 22, 5, 24, 10, 21, 19, 17, 16, 23, 20, 2, 14, 11, 18, 13, 3, 12, 8, 6, 15, 25, 9, 7, 1]       133.63412944161027                                                                                                                                    
1               63              [1, 3, 23, 19, 24, 6, 8, 4, 18, 12, 15, 17, 16, 21, 11, 22, 14, 5, 25, 7, 2, 13, 10, 9, 20, 1]       136.04797391156677                                                                                                                                    
1               64              [1, 5, 15, 22, 13, 7, 2, 11, 24, 25, 19, 21, 16, 17, 18, 4, 20, 23, 12, 3, 14, 8, 10, 6, 9, 1]       108.66663413272363                                                                                                                                    
1               65              [1, 5, 22, 8, 14, 9, 13, 6, 12, 3, 19, 20, 17, 24, 16, 21, 23, 7, 25, 18, 15, 4, 11, 10, 2, 1]       143.1052690233671                                                                                                                                     
1               66              [1, 17, 19, 14, 6, 18, 9, 20, 15, 2, 16, 7, 10, 8, 5, 13, 11, 4, 24, 3, 23, 12, 25, 22, 21, 1]       125.7510094837444                                                                                                                                     
1               67              [1, 25, 2, 11, 22, 5, 9, 24, 15, 20, 4, 14, 6, 18, 23, 8, 7, 19, 12, 21, 17, 3, 10, 16, 13, 1]       143.7076226696355                                                                                                                                     
1               68              [1, 20, 21, 22, 4, 13, 23, 19, 25, 5, 3, 18, 2, 24, 14, 10, 8, 15, 16, 12, 6, 17, 9, 7, 11, 1]       105.81226902366433                                                                                                                                    
1               69              [1, 2, 4, 22, 24, 11, 15, 20, 21, 5, 19, 8, 10, 13, 9, 25, 3, 6, 23, 18, 16, 17, 12, 14, 7, 1]       134.85734586068529                                                                                                                                    
1               70              [1, 13, 21, 23, 17, 8, 2, 10, 18, 22, 19, 5, 9, 12, 16, 7, 14, 20, 3, 11, 15, 25, 6, 4, 24, 1]       130.29793169740745                                                                                                                                    
1               71              [1, 13, 14, 6, 3, 24, 18, 7, 4, 9, 10, 8, 20, 22, 2, 17, 5, 11, 15, 16, 12, 23, 19, 25, 21, 1]       111.70012612064994                                                                                                                                    
1               72              [1, 22, 12, 2, 24, 5, 4, 8, 10, 23, 18, 21, 11, 6, 20, 14, 9, 17, 16, 15, 7, 19, 3, 13, 25, 1]       132.37503767222992                                                                                                                                    
1               73              [1, 19, 25, 9, 15, 4, 8, 11, 13, 3, 5, 20, 6, 17, 10, 14, 12, 16, 2, 7, 18, 22, 24, 23, 21, 1]       115.37103828215956                                                                                                                                    
1               74              [1, 11, 24, 19, 16, 5, 2, 12, 14, 22, 8, 3, 4, 6, 7, 10, 20, 21, 18, 17, 13, 15, 25, 23, 9, 1]       129.81488379094503                                                                                                                                    
1               75              [1, 20, 18, 21, 23, 9, 2, 25, 5, 3, 19, 24, 12, 8, 7, 10, 14, 13, 6, 15, 11, 22, 16, 4, 17, 1]       121.5937979797021                                                                                                                                     
1               76              [1, 22, 18, 10, 8, 9, 5, 2, 19, 3, 17, 6, 23, 16, 13, 12, 7, 11, 14, 15, 20, 4, 24, 25, 21, 1]       116.40455919278128                                                                                                                                    
1               77              [1, 7, 12, 14, 3, 18, 15, 2, 10, 11, 6, 21, 23, 22, 5, 17, 24, 19, 8, 20, 16, 25, 9, 13, 4, 1]       144.8054353608951                                                                                                                                     
1               78              [1, 3, 8, 10, 24, 18, 4, 6, 11, 20, 22, 16, 15, 19, 23, 2, 25, 5, 14, 21, 7, 9, 12, 13, 17, 1]       136.84071032538984                                                                                                                                    
1               79              [1, 19, 12, 7, 8, 23, 16, 11, 17, 6, 24, 15, 25, 4, 13, 2, 18, 3, 9, 5, 14, 22, 21, 20, 10, 1]       138.33311380806435                                                                                                                                    
1               80              [1, 21, 24, 25, 3, 18, 12, 22, 9, 4, 11, 15, 14, 13, 16, 2, 20, 8, 23, 10, 17, 6, 7, 19, 5, 1]       129.88470052998497                                                                                                                                    
1               81              [1, 9, 18, 12, 11, 6, 14, 17, 2, 8, 19, 10, 24, 15, 5, 16, 4, 13, 21, 3, 22, 7, 20, 25, 23, 1]       143.22252266403603                                                                                                                                    
1               82              [1, 19, 11, 16, 25, 10, 2, 12, 8, 18, 3, 20, 15, 24, 6, 13, 7, 21, 4, 9, 22, 14, 5, 17, 23, 1]       157.69257457985174                                                                                                                                    
1               83              [1, 13, 3, 15, 25, 21, 16, 2, 17, 23, 4, 11, 9, 22, 6, 8, 5, 18, 12, 19, 10, 14, 20, 24, 7, 1]       147.6450433178648                                                                                                                                     
1               84              [1, 2, 17, 5, 6, 19, 21, 23, 3, 20, 9, 11, 14, 16, 18, 12, 4, 24, 8, 22, 13, 10, 25, 7, 15, 1]       138.09715804379988                                                                                                                                    
1               85              [1, 7, 20, 17, 6, 8, 3, 11, 25, 15, 23, 5, 14, 9, 12, 2, 22, 24, 19, 21, 16, 4, 18, 10, 13, 1]       131.73443137456604                                                                                                                                    
1               86              [1, 15, 3, 11, 5, 2, 19, 20, 14, 24, 6, 4, 13, 21, 12, 7, 18, 8, 22, 17, 10, 16, 9, 23, 25, 1]       137.06833788569193                                                                                                                                    
1               87              [1, 11, 22, 16, 5, 9, 14, 3, 23, 19, 12, 4, 10, 20, 21, 17, 13, 6, 25, 15, 8, 24, 7, 2, 18, 1]       137.56226254948544                                                                                                                                    
1               88              [1, 23, 15, 4, 11, 10, 24, 16, 2, 20, 9, 18, 25, 17, 8, 13, 5, 19, 14, 22, 7, 3, 12, 21, 6, 1]       148.5247954812681                                                                                                                                     
1               89              [1, 18, 15, 24, 3, 2, 5, 21, 14, 10, 9, 7, 8, 19, 23, 12, 16, 4, 25, 17, 20, 11, 13, 22, 6, 1]       127.48280905181723                                                                                                                                    
1               90              [1, 15, 23, 22, 5, 11, 2, 9, 21, 25, 4, 16, 24, 7, 6, 10, 12, 13, 20, 8, 3, 18, 17, 14, 19, 1]       154.76717252813884                                                                                                                                    
1               91              [1, 5, 21, 8, 13, 2, 4, 23, 9, 12, 17, 16, 15, 18, 25, 11, 14, 19, 20, 10, 24, 7, 22, 3, 6, 1]       146.32896196658314                                                                                                                                    
1               92              [1, 15, 11, 8, 23, 19, 7, 22, 10, 25, 4, 24, 13, 6, 2, 9, 18, 12, 17, 3, 5, 21, 20, 16, 14, 1]       152.00839893567115                                                                                                                                    
1               93              [1, 19, 4, 2, 11, 15, 12, 25, 21, 14, 24, 13, 16, 8, 17, 6, 20, 9, 10, 3, 5, 22, 18, 7, 23, 1]       136.4005517929701                                                                                                                                     
1               94              [1, 14, 22, 24, 16, 8, 11, 10, 25, 13, 17, 20, 4, 18, 21, 15, 7, 2, 9, 3, 6, 19, 5, 23, 12, 1]       137.81203504798194                                                                                                                                    
1               95              [1, 16, 11, 15, 24, 22, 21, 9, 19, 8, 14, 25, 17, 3, 10, 6, 23, 20, 13, 5, 12, 7, 4, 2, 18, 1]       134.9808607354671                                                                                                                                     
1               96              [1, 12, 8, 7, 10, 13, 25, 3, 23, 17, 2, 22, 14, 24, 20, 9, 4, 11, 18, 5, 21, 19, 16, 6, 15, 1]       129.09750658992886                                                                                                                                    
1               97              [1, 7, 14, 19, 21, 13, 2, 11, 18, 3, 12, 5, 16, 4, 15, 6, 25, 20, 24, 17, 9, 23, 8, 10, 22, 1]       118.98316395245035                                                                                                                                    
1               98              [1, 19, 17, 7, 2, 13, 8, 18, 10, 22, 14, 6, 9, 4, 15, 12, 24, 20, 25, 11, 21, 16, 3, 5, 23, 1]       133.16469737164414                                                                                                                                    
1               99              [1, 14, 10, 8, 19, 21, 5, 9, 4, 22, 17, 23, 11, 3, 2, 6, 15, 20, 7, 24, 25, 18, 12, 16, 13, 1]       129.88631026480982                                                                                                                                    
1               100             [1, 16, 3, 6, 23, 24, 2, 22, 25, 8, 18, 12, 14, 7, 21, 10, 15, 5, 20, 4, 13, 19, 17, 9, 11, 1]       127.83853939681309                                                                                                                                    
